00	03	21.0276416325	1015.6907605	38.1421925202
00	13	21.0024919286	1015.72891299	38.0757568837
00	23	20.9672823554	1015.74988669	37.9207315471
00	33	20.9622524176	1015.79535013	37.854282039
00	43	20.9270428607	1015.76226593	37.8100340255
00	53	20.9069231203	1015.75494115	37.9097393717
01	03	20.8767435184	1015.78448357	38.0758846868
01	13	20.8566237897	1015.69609341	38.1478771342
01	23	20.8214142756	1015.69002386	38.2143354032
01	33	20.811354417	1015.75390491	38.2752332733
01	43	20.7811748483	1015.70237964	38.2309672319
01	53	20.7660850679	1015.67661749	38.4579048735
02	03	20.7409354397	1015.55263566	38.3140109084
02	13	20.6856062833	1015.48519932	38.1535460334
02	23	20.6654865988	1015.39683076	38.1258912999
02	33	20.6302771621	1015.49879329	38.1923204484
02	43	20.6151874078	1015.50004268	37.9322595407
02	53	20.5900378233	1015.40309144	37.7607530872
03	03	20.5598583315	1015.32456716	37.6778018311
03	13	20.5548284172	1015.31598132	37.5726767775
03	23	20.5196190253	1015.25588145	37.6225438286
03	33	20.4844096477	1015.3578063	37.6779341465
03	43	20.4642900097	1015.35046291	37.556259635
03	53	20.4190208414	1015.21918174	37.5563500583
04	03	20.3888414089	1015.41066357	37.5287527787
04	13	20.3536320842	1015.48554109	37.4347959592
04	23	20.3133928735	1015.49782251	37.3298016705
04	33	20.2832134777	1015.58126502	37.4349526061
04	43	20.2530340924	1015.529726	37.5234963839
04	53	20.2228547175	1015.58615867	37.3576711584
05	03	20.2077650341	1015.61437156	37.2913526251
05	13	20.1624959993	1015.75297662	37.330168464
05	23	20.1373465457	1015.76399397	37.1698949546
05	33	20.122256877	1015.87315865	37.2473372789
05	43	20.0769878868	1015.87677787	37.2474533649
05	53	20.0367488042	1015.88898227	37.2309733495
06	03	19.9914798584	1015.62275703	37.336100196
06	13	19.9814200959	1015.65953672	37.330596868
06	23	19.9411810575	1015.75267865	37.258849401
06	33	19.9260914229	1015.83481684	37.2146776985
06	43	19.9009420377	1015.73788697	37.2534229888
06	53	19.8506432892	1015.81380852	36.922021315
07	03	19.8355536703	1015.70709629	36.7176198053
07	13	19.7802250901	1015.69348313	36.6570447218
07	23	19.7299264114	1015.6884544	36.4693923017
07	33	19.6947173537	1015.65526187	36.425343301
07	43	19.6595083102	1015.62206799	36.5414976771
07	53	19.6343590021	1015.74089743	36.6078806028
08	03	19.6192694208	1015.84994249	36.7736336322
08	13	19.6192694208	1015.71511009	36.7902027129
08	23	19.6494485861	1015.73971733	36.4089642511
08	33	19.6645381727	1015.60369434	36.2707917953
08	43	19.6494485861	1015.52397578	36.2100942431
08	53	19.6192694208	1015.47241291	36.2323328778
08	58	19.704777083	1015.40275094	36.2153563363
09	03	19.7902848294	1015.38698678	36.3033648804
09	03	19.7902848294	1015.44093414	36.3862529587
09	09	19.8607030366	1015.56122909	36.5075273944
09	46	19.8003445698	1015.72786109	36.7840526176
09	46	19.8254939258	1015.74385891	36.9607792445
09	56	19.7198666792	1015.80611917	36.4473351449
10	06	19.6947173537	1015.84405007	36.4750638564
10	16	19.6645381727	1015.92731561	36.3812783759
10	26	19.6595083102	1015.8108453	36.3702519247
10	36	19.6645381727	1015.90034707	36.3978510554
10	46	19.6645381727	1015.81944156	36.3426084784
10	56	19.6645381727	1015.73853622	36.3481327762
11	06	19.704777083	1015.75336181	36.2761309188
11	16	19.7299264114	1015.71542565	36.2428632634
