11	26	19.7601056152	1015.65910575	36.3256052002
11	36	19.7802250901	1015.69348313	36.1984189142
11	46	19.8104043113	1015.66412603	36.1872206132
11	56	19.8355536703	1015.57221727	36.2368382837
12	06	19.8556731627	1015.44473001	36.1925274082
12	16	19.8808225348	1015.29884627	36.2642585783
12	26	19.8858524101	1015.17254807	36.2918707768
12	36	19.9009420377	1015.11738125	36.3526008486
12	46	19.9260914229	1014.99844931	36.4740913257
12	56	19.9512408154	1015.04138777	36.5790086041
13	06	19.9562706947	1015.04997557	36.6453185761
13	16	19.9613005744	1015.00460166	36.6729366124
13	26	20.021659153	1014.94575214	36.8606607211
13	36	20.0367488042	1014.91754358	37.2751932521
13	46	20.0669281144	1014.88810491	38.0102406528
13	56	20.0870476604	1014.76053063	38.1207600445
14	06	20.122256877	1014.82062294	38.3307647022
14	16	20.1172269881	1014.73107574	38.1041609515
14	26	20.1423764358	1014.77399635	38.0322875349
14	36	20.1423764358	1014.69303066	37.8719848448
14	46	20.1373465457	1014.54950581	37.6785141422
14	56	20.1423764358	1014.39615785	37.5955832478
15	06	20.152436217	1014.35934251	37.5623947436
15	16	20.1675258909	1014.19615919	37.5015510528
15	26	20.1826155674	1014.14092718	37.3854115024
15	36	20.1876454601	1014.12251572	37.6010305003
15	46	20.2077650341	1014.07585688	37.5014696377
15	56	20.2127949283	1013.89549689	37.341106301
16	06	20.2027351401	1013.82436295	37.9050848816
16	16	20.2127949283	1013.73355078	37.9603595436
16	26	20.2278846126	1013.62431813	37.8110653835
16	36	20.2278846126	1013.59732659	37.5401348123
16	46	20.2178248228	1013.47221485	37.3466238508
16	56	20.2228547175	1013.48078771	37.0590572183
17	06	20.2027351401	1013.39251585	36.965109054
17	16	20.1926753532	1013.32139169	36.7605291102
17	26	20.2027351401	1013.2845548	36.7439007297
17	36	20.1977052465	1013.14103364	37.0038349058
17	46	20.2077650341	1013.07720315	37.3466478272
17	56	20.2127949283	1012.9778108	37.4627541802
18	06	20.2127949283	1012.92382991	37.4793421922
18	16	20.2127949283	1012.92382991	37.6065142779
18	26	20.2278846126	1012.97652611	37.800007413
18	36	20.2228547175	1012.83300324	38.0045786051
18	46	20.2278846126	1012.89555284	38.0930315498
18	56	20.2429742996	1012.89426517	38.3473320921
19	06	20.2228547175	1012.9409666	38.4136705688
19	16	20.232914508	1012.95810344	38.4800069495
19	26	20.2228547175	1012.9409666	38.4855330207
19	36	20.2228547175	1012.9409666	38.4523659229
19	46	20.2077650341	1012.88827143	38.6568824878
19	56	20.2027351401	1012.90669337	38.6513522544
20	06	20.2077650341	1013.13118381	38.5297509111
20	16	20.1926753532	1013.13246343	38.6900365035
20	26	20.1826155674	1013.19629093	38.651340668
20	36	20.1826155674	1013.16930164	38.6679217826
20	46	20.1624959993	1013.21598488	38.5628989782
20	56	20.152436217	1013.25281876	38.7121158689
21	06	20.152436217	1013.27980678	38.8226456021
21	16	20.1624959993	1013.37791578	38.9221313991
21	26	20.152436217	1013.44173531	38.8889617263
21	36	20.152436217	1013.36077097	38.9718550719
21	46	20.1323166559	1013.32648177	38.8613086254
21	56	20.1121970994	1013.29219315	39.0049555346
22	06	20.1021373229	1013.38299256	39.1762267504
22	16	20.0870476604	1013.38425924	39.0435967951
22	26	20.0820177734	1013.3217162	38.9165081853
22	36	20.0618982286	1013.34139456	39.0932826439
22	46	20.051838458	1013.40520007	39.0214443748
22	56	20.0317189201	1013.37090657	38.9495946293
23	06	20.0015396221	1013.3194674	38.9274575088
23	16	19.9613005744	1013.38578255	38.8832148718
23	26	19.9562706947	1013.43116779	38.9771129845
23	36	19.9411810575	1013.43242388	38.960521168
23	46	19.916031668	1013.28164098	38.8942072139
23	56	19.9009420377	1013.33685231	38.9273272145
