00	00	22.2348359748	1017.91481966	36.8966016874
00	03	22.3706463873	1018.01147072	37.1627691068
00	13	22.2398659863	1017.95049725	37.9353241993
00	23	22.1141157862	1017.81684454	38.4851917669
00	33	22.0084857587	1017.79877756	38.440846197
00	43	21.9129158444	1017.77079593	38.3854118759
00	53	21.8374659863	1017.80423767	38.7849083676
01	03	21.7771061469	1017.70107139	38.9235599942
01	13	21.74189626	1017.83031526	38.8514395883
01	23	21.7066863873	1017.93248083	38.8347871511
01	33	21.6563865939	1017.92765846	38.9179433688
01	43	21.6211767559	1017.86746125	38.7793039421
01	53	21.5909969061	1017.78881131	38.6351357636
02	03	21.5608170667	1017.7642701	38.6129585201
02	13	21.5205772972	1017.72252944	38.5630651263
02	23	21.5054873885	1017.69673263	38.6295913934
02	33	21.4803375464	1017.68078748	38.6573073872
02	43	21.4501577454	1017.65624203	38.6628475193
02	53	21.4099180271	1017.6685888	38.718266112
03	03	21.389798175	1017.63419176	38.5519958895
03	13	21.3596184055	1017.63668431	38.4799534194
03	23	21.3294386465	1017.74734183	38.6185001897
03	33	21.2891989841	1017.73261951	38.5630877463
03	43	21.2439293861	1017.7633686	38.6406553318
03	53	21.1936298605	1017.62328475	38.5741706363
04	03	21.1634501591	1017.67982232	38.5076962467
04	13	21.1282405207	1017.72774883	38.5077005274
04	23	21.1081207338	1017.77443971	38.5852458484
04	33	21.0678811738	1017.75968373	38.5852427879
04	43	21.0377015161	1017.68103968	38.6793822154
04	53	20.9974619887	1017.66627965	38.7901115715
05	03	20.9723122936	1017.62326885	38.6406028512
05	13	20.9320727965	1017.5814783	38.5464718692
05	23	20.9018931859	1017.50284339	38.5353977528
05	33	20.8767435184	1017.5409032	38.313952847
05	43	20.846563927	1017.54333366	38.3305740281
05	53	20.8214142756	1017.63542279	38.4966467709
06	03	20.7862047757	1017.65625656	38.4468332298
06	13	20.7610551417	1017.64025612	38.3582811108
06	23	20.7258456663	1017.74212661	38.4081002374
06	33	20.7157858188	1017.61685507	38.9504019249
06	43	20.7057259725	1017.70770767	38.5409168997
06	53	20.6755464404	1017.65608033	38.2586982427
07	03	20.6252472437	1017.7050953	38.0539876183
07	13	20.5900378233	1017.77990992	37.9156899998
07	23	20.5548284172	1017.88171964	37.7829414333
07	33	20.5447685895	1017.81048903	37.7442256826
07	42	20.5296788501	1017.73065431	37.7940453328
07	43	20.5145891133	1017.70483617	37.7774700247
07	53	20.4743498281	1017.66299433	37.4013267463
08	03	20.459260101	1017.664181	37.2243167015
08	13	20.4441703764	1017.58435577	37.1137038391
08	23	20.4290806545	1017.55853946	37.0639551098
08	33	20.4139909352	1017.53272348	36.8924897677
08	43	20.4089610294	1017.57812233	36.8703763307
08	53	20.3938713136	1017.4443	36.8151034661
09	03	20.3636918898	1017.55467273	36.7156310267
09	13	20.4441703764	1017.42233445	36.914516918
09	23	20.3586619869	1017.30306896	36.7654415671
09	33	20.338542378	1017.29565305	36.6714708671
09	43	20.3435722798	1017.3042569	36.8152868344
09	53	20.3033330738	1017.3434162	37.0200932919
10	03	20.3033330738	1017.20842987	36.953718263
10	13	20.2932732752	1017.13722973	36.8154692137
10	23	20.2882433763	1017.07463393	36.7712363848
10	33	20.2983031743	1017.03784488	36.6771615589
10	43	20.3335124766	1017.12505803	36.582975394
10	53	20.3435722798	1017.03426742	36.488881308
11	03	20.3636918898	1016.9606753	36.4002670734
11	13	20.3938713136	1016.93127811	36.3392613923
11	23	20.4039311238	1016.86747479	36.2672767616
11	33	20.4240507478	1016.9018743	36.2007703686
11	43	20.4441703764	1016.82826182	36.1397908721
11	53	20.4542301925	1016.89946743	36.089927569
12	03	20.4793797377	1016.7804385	36.0289091819
12	13	20.4894395579	1016.74362559	36.0011784119
12	23	20.4944694684	1016.61719778	35.9513330787
12	33	20.5095592017	1016.58897756	35.9457123033
12	43	20.5296788501	1016.48833157	36.017562451
12	53	20.5296788501	1016.32629228	35.8957759556
13	03	20.539738676	1016.26246042	35.8735737561
13	13	20.5447685895	1016.13601889	35.8292555032
13	23	20.5548284172	1016.07218206	35.851340712
13	33	20.5548284172	1015.96415252	35.8624131637
13	43	20.5799779915	1015.92608372	35.9120937988
13	53	20.6151874078	1015.90518975	36.194260298
14	03	20.9069231203	1015.70089608	37.2562745961
14	13	21.0779410621	1015.72255824	38.1199903708
14	23	21.0125518093	1015.69203098	38.3803426239
14	33	21.0276416325	1015.60967728	39.0448392263
14	43	21.0326715742	1015.56420637	39.4600978215
14	53	21.0326715742	1015.5101506	39.4822432242
15	03	21.0326715742	1015.40203928	39.3936607521
15	13	21.0628512301	1015.39948061	39.4878438079
15	23	21.0880009515	1015.25318447	39.4325264824
15	33	21.0880009515	1015.25318447	38.8621570762
15	43	21.0678811738	1015.29994636	38.4744764654
15	53	21.0678811738	1015.05668373	38.3193975836
16	03	21.0377015161	1015.03223194	37.5495054245
16	13	21.0276416325	1014.96101732	37.3667228487
16	23	20.9974619887	1014.88251491	36.801745445
16	33	20.9874021098	1014.83833136	36.2698930608
16	43	20.9672823554	1014.69591846	36.2312106309
16	53	20.942132669	1014.76112373	36.148233135
17	03	20.9371027326	1014.69849893	35.2339494068
17	13	20.9270428607	1014.60027499	35.3781103314
17	23	20.942132669	1014.59898352	35.8711919079
17	33	20.9471626057	1014.52649011	35.8767028413
17	43	20.9371027326	1014.48231421	35.6052444237
17	53	20.9371027326	1014.4552912	35.3724970318
18	03	20.9220129251	1014.4295635	35.2673123801
18	13	20.9320727965	1014.36564702	35.0843507761
18	23	20.9270428607	1014.3840943	35.0067991223
18	33	20.911953055	1014.27730272	35.1731770359
18	43	20.9220129251	1014.45658583	35.5111417676
18	53	20.9270428607	1014.3840943	35.8823640717
19	03	20.9320727965	1014.33862431	36.0818008167
19	13	20.9320727965	1014.4196925	36.3421982657
19	23	20.9320727965	1014.50076085	36.9958747708
19	33	20.9521925427	1014.45399556	37.0013445717
19	43	20.9521925427	1014.45399556	37.0567375742
19	53	20.9622524176	1014.5522197	37.2228815279
20	03	20.9672823554	1014.66889399	37.4388876865
20	13	21.0075218688	1014.68346281	37.544033783
20	23	20.9874021098	1014.81130592	37.5163841999
20	33	21.0075218688	1014.87264679	37.7988255742
20	43	21.0075218688	1015.00777875	38.2474345426
20	53	21.0377015161	1015.11331532	38.3083364081
21	03	21.0628512301	1015.18324831	38.2197040256
21	13	21.0829710066	1015.21757309	38.2640008425
21	23	21.0930308966	1015.23473569	38.5464747692
21	33	21.0980608421	1015.21628651	38.5409360257
21	43	21.1081207338	1015.3415729	38.5187804484
21	53	21.1081207338	1015.26047986	38.3803067143
22	03	21.1030907878	1015.30595999	38.4966256862
22	13	21.0980608421	1015.4055006	38.4633936892
22	23	21.1030907878	1015.36002163	38.7070939936
22	33	21.1081207338	1015.36860396	38.8178645705
22	43	21.1081207338	1015.42266611	38.7846342938
22	53	21.1181806267	1015.4938949	38.5298575134
23	03	21.1030907878	1015.52220697	38.4800092152
23	13	21.1030907878	1015.57626889	38.3969256488
23	23	21.0829710066	1015.59599295	38.1975329698
23	33	21.0678811738	1015.65132828	38.2086226466
23	43	21.0477614008	1015.64401724	38.1477130081
23	53	21.0326715742	1015.69934612	38.2806477801
